Rk,Player,Tm,2019-20,2020-21,2021-22,2022-23,2023-24,2024-25,Signed Using,Guaranteed
224,Alex Len\lenal01,SAC,"$4,160,000 ",,,,,,Room Exception,"$4,160,000 "
225,Cameron Johnson\johnsca02,PHO,"$4,033,440 ","$4,235,160 ","$4,437,000 ","$5,887,899 ",,,1st Round Pick,"$8,268,600 "
226,Malik Monk\monkma01,CHO,"$4,028,400 ","$5,345,687 ",,,,,1st Round Pick,"$9,374,087 "
227,Dorian Finney-Smith\finnedo01,DAL,"$4,000,000 ","$4,000,000 ","$4,000,000 ",,,,,"$12,000,000 "
228,JaVale McGee\mcgeeja01,LAL,"$4,000,000 ","$4,200,000 ",,,,,,"$8,200,000 "
229,Patrick McCaw\mccawpa01,TOR,"$4,000,000 ","$4,000,000 ",,,,,MLE,"$8,000,000 "
230,Reggie Bullock\bullore01,NYK,"$4,000,000 ","$4,200,000 ",,,,,Room Exception,"$5,000,000 "
231,Shai Gilgeous-Alexander\gilgesh01,OKC,"$3,952,920 ","$4,141,320 ","$5,495,532 ",,,,1st Round Pick,"$8,094,240 "
232,Nicolò Melli\mellini01,NOP,"$3,902,439 ","$4,097,561 ",,,,,Room Exception,"$8,000,000 "
233,P.J. Washington\washipj01,CHO,"$3,831,840 ","$4,023,600 ","$4,215,120 ","$5,808,435 ",,,1st Round Pick,"$7,855,440 "
234,Luke Kennard\kennalu01,DET,"$3,827,160 ","$5,273,826 ",,,,,1st Round Pick,"$9,100,986 "
235,Miles Bridges\bridgmi02,CHO,"$3,755,400 ","$3,934,320 ","$5,421,493 ",,,,1st Round Pick,"$7,689,720 "
236,Jakob Pöltl\poeltja01,SAS,"$3,754,886 ",,,,,,1st Round pick,"$3,754,886 "
237,Tyler Herro\herroty01,MIA,"$3,640,200 ","$3,822,240 ","$4,004,280 ","$5,722,116 ",,,1st Round Pick,"$7,462,440 "
238,Donovan Mitchell\mitchdo01,UTA,"$3,635,760 ","$5,195,501 ",,,,,1st Round Pick,"$8,831,261 "
239,Stanley Johnson\johnsst04,TOR,"$3,623,000 ","$3,801,000 ",,,,,Bi-annual Exception,"$3,623,000 "
240,Jake Layman\laymaja01,MIN,"$3,581,986 ","$3,761,085 ","$3,940,184 ",,,,,"$11,283,255 "
241,Thon Maker\makerth01,DET,"$3,569,643 ",,,,,,1st Round pick,"$3,569,643 "
242,Jerome Robinson\robinje01,WAS,"$3,567,720 ","$3,737,520 ","$5,340,916 ",,,,1st Round Pick,"$7,305,240 "
243,Allonzo Trier\trieral01,NYK,"$3,551,100 ",,,,,,Bi-Annual Exception,"$3,551,100 "
244,Danuel House\houseda01,HOU,"$3,540,000 ","$3,717,000 ","$3,894,000 ",,,,MLE,"$11,151,000 "
245,Domantas Sabonis\sabondo01,IND,"$3,529,555 ","$17,187,500 ","$18,562,500 ","$19,937,500 ","$21,312,500 ",,1st Round pick,"$80,529,555 "
246,Mirza Teletović\teletmi01,MIL,"$3,500,000 ","$3,500,000 ",,,,,,"$7,000,000 "
247,Boban Marjanović\marjabo01,DAL,"$3,500,000 ","$3,500,000 ",,,,,Bi-Annual Exception,"$7,000,000 "
248,T.J. McConnell\mccontj01,IND,"$3,500,000 ","$3,500,000 ",,,,,Cap Space,"$4,500,000 "
249,DeMarcus Cousins\couside01,LAL,"$3,500,000 ",,,,,,,"$3,500,000 "
250,Taurean Waller-Prince\princta02,BRK,"$3,481,986 ","$13,942,308 ","$15,057,692 ",,,,1st Round pick,"$32,481,986 "
251,Dario Šarić\saricda01,PHO,"$3,481,986 ",,,,,,1st Round pick,"$3,481,986 "
252,Romeo Langford\langfro01,BOS,"$3,458,400 ","$3,631,200 ","$3,804,360 ","$5,634,257 ",,,1st Round Pick,"$7,089,600 "
253,Bam Adebayo\adebaba01,MIA,"$3,454,080 ","$5,115,492 ",,,,,1st Round Pick,"$8,569,572 "
254,Kyle Korver\korveky01,PHO,"$3,440,000 ",,,,,,,"$3,440,000 "
255,Michael Porter\portemi01,DEN,"$3,389,400 ","$3,550,800 ","$5,258,735 ",,,,1st Round Pick,"$6,940,200 "
256,Denzel Valentine\valende01,CHI,"$3,377,569 ",,,,,,1st Round pick,"$3,377,569 "
257,Juan Hernangómez\hernaju01,MIN,"$3,321,030 ",,,,,,1st Round pick,"$3,321,030 "
258,Sekou Doumbouya\doumbse01,DET,"$3,285,120 ","$3,449,400 ","$3,613,680 ","$5,539,771 ",,,1st Round Pick,"$6,734,520 "
259,Justin Jackson\jacksju01,DAL,"$3,280,920 ","$5,029,650 ",,,,,1st Round Pick,"$8,310,570 "
260,Troy Brown\browntr01,WAS,"$3,219,480 ","$3,372,840 ","$5,170,564 ",,,,1st Round Pick,"$6,592,320 "
261,Jon Leuer\leuerjo01,MIL,"$3,169,348 ","$3,169,348 ","$3,169,347 ",,,,,"$9,508,043 "
262,Yogi Ferrell\ferreyo01,SAC,"$3,150,000 ",,,,,,Cap Space,"$3,150,000 "
263,Guerschon Yabusele\yabusgu01,BOS,"$3,117,240 ",,,,,,,"$3,117,240 "
264,Zhaire Smith\smithzh01,PHI,"$3,058,800 ","$3,204,600 ","$4,915,856 ",,,,1st Round Pick,"$6,263,400 "
265,Dwight Howard\howardw01,MEM,"$3,039,097 ",,,,,,,"$3,039,097 "
266,Khem Birch\birchkh01,ORL,"$3,000,000 ","$3,000,000 ",,,,,,"$6,000,000 "
267,Ryan Arcidiacono\arcidry01,CHI,"$3,000,000 ","$3,000,000 ","$3,000,000 ",,,,,"$6,000,000 "
268,Quinn Cook\cookqu01,LAL,"$3,000,000 ","$3,000,000 ",,,,,,"$4,000,000 "
269,Ömer Aşık\asikom01,CHI,"$3,000,000 ",,,,,,,"$3,000,000 "
270,Nickeil Alexander-Walker\alexani01,NOP,"$2,964,840 ","$3,113,160 ","$3,261,480 ","$5,009,633 ",,,1st Round Pick,"$6,078,000 "
271,D.J. Wilson\wilsodj01,MIL,"$2,961,120 ","$4,548,280 ",,,,,1st Round Pick,"$7,509,400 "
272,Cedi Osman\osmande01,CLE,"$2,907,143 ","$8,750,000 ","$8,050,000 ","$7,350,000 ","$6,650,000 ",,MLE,"$27,057,143 "
273,Donte DiVincenzo\divindo01,MIL,"$2,905,800 ","$3,044,160 ","$4,675,830 ",,,,1st Round Pick,"$5,949,960 "
274,Bryn Forbes\forbebr01,SAS,"$2,875,000 ",,,,,,Early Bird Rights,"$2,875,000 "
275,Andrew Nicholson\nichoan01,POR,"$2,844,429 ","$2,844,429 ","$2,844,429 ","$2,844,429 ","$2,844,429 ",,,"$14,222,145 "
276,Goga Bitadze\bitadgo01,IND,"$2,816,760 ","$2,957,520 ","$3,098,400 ","$4,765,339 ",,,1st Round Pick,"$5,774,280 "
277,T.J. Leaf\leaftj01,IND,"$2,813,280 ","$4,326,825 ",,,,,1st Round Pick,"$7,140,105 "
278,Lonnie Walker\walkelo01,SAS,"$2,760,480 ","$2,892,000 ","$4,447,896 ",,,,1st Round Pick,"$5,652,480 "
279,Alex Caruso\carusal01,LAL,"$2,750,000 ","$2,750,000 ",,,,,,"$5,500,000 "
280,Malik Beasley\beaslma01,MIN,"$2,731,714 ",,,,,,1st Round pick,"$2,731,714 "
281,Luka Šamanić\samanlu01,SAS,"$2,689,920 ","$2,824,320 ","$2,959,080 ","$4,556,983 ",,,1st Round Pick,"$5,514,240 "
282,John Collins\collijo01,ATL,"$2,686,560 ","$4,137,302 ",,,,,1st Round Pick,"$6,823,862 "
283,Kevin Huerter\huertke01,ATL,"$2,636,280 ","$2,761,920 ","$4,253,357 ",,,,1st Round Pick,"$5,398,200 "
284,Caris LeVert\leverca01,BRK,"$2,625,718 ","$16,203,704 ","$17,500,000 ","$18,796,296 ",,,1st Round pick,"$55,125,718 "
285,Marko Guduric\gudurma01,MEM,"$2,625,000 ","$2,750,000 ",,,,,Bi-annual Exception,"$5,375,000 "
286,DeAndre' Bembry\bembrde01,ATL,"$2,603,982 ",,,,,,1st Round pick,"$2,603,982 "
287,Matisse Thybulle\thybuma01,PHI,"$2,582,160 ","$2,711,280 ","$2,840,160 ","$4,379,527 ",,,1st Round Pick,"$5,293,440 "
288,Harry Giles\gilesha01,SAC,"$2,578,800 ",,,,,,1st Round Pick,"$2,578,800 "
289,Jeff Green\greenje02,UTA,"$2,564,753 ",,,,,,,"$2,564,753 "
290,Anthony Tolliver\tollian01,SAC,"$2,564,753 ",,,,,,,"$2,564,753 "
291,Pau Gasol\gasolpa01,POR,"$2,564,753 ",,,,,,,"$2,564,753 "
292,Wesley Matthews\matthwe02,MIL,"$2,564,753 ","$2,692,991 ",,,,,,"$2,564,753 "
293,Kyle Korver\korveky01,MIL,"$2,564,753 ",,,,,,Minimum Salary,"$2,564,753 "
294,Udonis Haslem\hasleud01,MIA,"$2,564,753 ",,,,,,Minimum Salary,"$2,564,753 "
295,Jared Dudley\dudleja01,LAL,"$2,564,753 ",,,,,,Minimum Salary,"$2,564,753 "
296,Rajon Rondo\rondora01,LAL,"$2,564,753 ","$2,619,605 ",,,,,,"$2,564,753 "
297,Dwight Howard\howardw01,LAL,"$2,564,753 ",,,,,,Minimum Salary,"$2,564,753 "
298,Thabo Sefolosha\sefolth01,HOU,"$2,564,753 ",,,,,,Minimum Salary,"$2,564,753 "
299,Tyson Chandler\chandty01,HOU,"$2,564,753 ",,,,,,Minimum Salary,"$2,564,753 "
300,Gerald Green\greenge01,DEN,"$2,564,753 ",,,,,,,"$2,564,753 "
301,J.J. Barea\bareajo01,DAL,"$2,564,753 ",,,,,,Minimum Salary,"$2,564,753 "
302,Wilson Chandler\chandwi01,BRK,"$2,564,753 ",,,,,,Minimum Salary,"$2,564,753 "
303,Nenê Hilário\hilarne01,ATL,"$2,564,753 ",,,,,,,"$2,564,753 "
304,Vince Carter\cartevi01,ATL,"$2,564,753 ",,,,,,Minimum Salary,"$2,564,753 "
305,Josh Okogie\okogijo01,MIN,"$2,530,680 ","$2,651,040 ","$4,087,904 ",,,,1st Round Pick,"$5,181,720 "
306,Vincent Poirier\poirivi01,BOS,"$2,505,793 ","$2,619,207 ",,,,,Minimum Salary,"$5,125,000 "
307,Rondae Hollis-Jefferson\holliro01,TOR,"$2,500,000 ",,,,,,MLE,"$2,500,000 "
308,Brandon Clarke\clarkbr01,MEM,"$2,478,840 ","$2,602,920 ","$2,726,880 ","$4,343,920 ",,,1st Round Pick,"$5,081,760 "
309,Terrance Ferguson\fergute01,OKC,"$2,475,840 ","$3,944,013 ",,,,,1st Round Pick,"$6,419,853 "
310,Grayson Allen\allengr01,MEM,"$2,429,400 ","$2,545,320 ","$4,054,695 ",,,,1st Round Pick,"$4,974,720 "
311,Grant Williams\willigr01,BOS,"$2,379,840 ","$2,498,760 ","$2,617,800 ","$4,306,281 ",,,1st Round Pick,"$4,878,600 "
312,Jarrett Allen\allenja01,BRK,"$2,376,840 ","$3,909,902 ",,,,,1st Round Pick,"$6,286,742 "
313,Pascal Siakam\siakapa01,TOR,"$2,351,839 ","$29,000,000 ","$31,320,000 ","$33,640,000 ","$35,960,000 ",,1st Round pick,"$132,271,839 "
314,Skal Labissière\labissk01,ATL,"$2,338,847 ",,,,,,1st Round pick,"$2,338,847 "
315,Chandler Hutchison\hutchch01,CHI,"$2,332,320 ","$2,443,440 ","$4,019,459 ",,,,1st Round Pick,"$4,775,760 "
316,Patrick Patterson\pattepa01,LAC,"$2,331,593 ",,,,,,Minimum Salary,"$2,331,593 "
317,Dejounte Murray\murrade01,SAS,"$2,321,735 ","$14,285,714 ","$15,428,571 ","$16,571,429 ","$17,714,286 ",,1st Round pick,"$66,321,735 "
318,Alec Burks\burksal01,PHI,"$2,320,044 ",,,,,,Minimum Salary,"$2,320,044 "
319,Isaiah Thomas\thomais02,LAC,"$2,320,044 ",,,,,,,"$2,320,044 "
320,Damian Jones\jonesda03,ATL,"$2,305,057 ",,,,,,1st Round pick,"$2,305,057 "
321,Darius Bazley\bazleda01,OKC,"$2,284,800 ","$2,399,160 ","$2,513,040 ","$4,264,629 ",,,1st Round Pick,"$4,683,960 "
322,OG Anunoby\anunoog01,TOR,"$2,281,800 ","$3,872,215 ",,,,,1st Round Pick,"$6,154,015 "
323,Ante Žižić\zizican01,CLE,"$2,281,800 ",,,,,,1st Round Pick,"$2,281,800 "
324,Monta Ellis\ellismo01,IND,"$2,245,400 ","$2,245,400 ","$2,245,400 ",,,,,"$6,736,200 "
325,Markieff Morris\morrima02,DET,"$2,241,808 ",,,,,,,"$2,241,808 "
326,Aaron Holiday\holidaa01,IND,"$2,239,200 ","$2,345,640 ","$3,980,551 ",,,,1st Round Pick,"$4,584,840 "
327,Luke Kornet\kornelu01,CHI,"$2,195,122 ","$2,304,878 ",,,,,Room Exception,"$4,500,000 "
328,Ty Jerome\jeromty01,PHO,"$2,193,480 ","$2,303,040 ","$2,412,840 ","$4,220,057 ",,,1st Round Pick,"$4,496,520 "
329,Willie Cauley-Stein\caulewi01,DAL,"$2,177,483 ","$2,286,357 ",,,,,MLE,"$2,177,483 "
330,Austin Rivers\riverau01,HOU,"$2,174,318 ","$2,369,663 ",,,,,Minimum Salary,"$2,174,318 "
331,Carmelo Anthony\anthoca01,POR,"$2,159,029 ",,,,,,Minimum Salary,"$2,159,029 "
332,Anfernee Simons\simonan01,POR,"$2,149,560 ","$2,252,040 ","$3,938,818 ",,,,1st Round Pick,"$4,401,600 "
333,Matt Barnes\barnema02,SAC,"$2,133,541 ",,,,,,,"$2,133,541 "
334,Nassir Little\littlna01,POR,"$2,105,520 ","$2,210,640 ","$2,316,240 ","$4,171,548 ",,,1st Round Pick,"$4,316,160 "
335,Torrey Craig\craigto01,DEN,"$2,100,000 ",,,,,,Cap Space,"$2,100,000 "
336,Moritz Wagner\wagnemo01,WAS,"$2,063,520 ","$2,161,920 ","$3,893,618 ",,,,1st Round Pick,"$4,225,440 "
337,Dylan Windler\windldy01,CLE,"$2,035,800 ","$2,137,440 ","$2,239,200 ","$4,037,278 ",,,1st Round Pick,"$4,173,240 "
338,Caleb Swanigan\swanica01,POR,"$2,033,160 ",,,,,,1st Round Pick,"$2,033,160 "
339,Trey Burke\burketr01,PHI,"$2,028,594 ",,,,,,,"$2,028,594 "
340,Kyle O'Quinn\oquinky01,PHI,"$2,028,594 ",,,,,,Minimum Salary,"$2,028,594 "
341,Michael Carter-Williams\cartemi01,ORL,"$2,028,594 ",,,,,,Minimum Salary,"$2,028,594 "
342,Mike Muscala\muscami01,OKC,"$2,028,594 ","$2,283,034 ",,,,,,"$2,028,594 "
343,Nerlens Noel\noelne01,OKC,"$2,028,594 ",,,,,,Minimum Salary,"$2,028,594 "
344,Troy Daniels\danietr01,LAL,"$2,028,594 ",,,,,,,"$2,028,594 "
345,Ben McLemore\mclembe01,HOU,"$2,028,594 ","$2,283,034 ",,,,,,"$2,028,594 "
346,Spencer Hawes\hawessp01,MIL,"$2,007,058 ",,,,,,,"$2,007,058 "
347,Edmond Sumner\sumneed01,IND,"$2,000,000 ","$2,160,000 ","$2,320,000 ",,,,,"$4,160,000 "
348,Avery Bradley\bradlav01,MEM,"$2,000,000 ",,,,,,,"$2,000,000 "
349,Noah Vonleh\vonleno01,DEN,"$2,000,000 ",,,,,,MLE,"$2,000,000 "
350,Landry Shamet\shamela01,LAC,"$1,995,120 ","$2,090,040 ","$3,768,342 ",,,,1st Round Pick,"$4,085,160 "
351,Mfiondu Kabengele\kabenmf01,LAC,"$1,977,000 ","$2,075,880 ","$2,174,880 ","$3,923,484 ",,,1st Round Pick,"$4,052,880 "
352,Kyle Kuzma\kuzmaky01,LAL,"$1,974,600 ","$3,562,178 ",,,,,1st Round Pick,"$5,536,778 "
353,Jordan Poole\poolejo01,GSW,"$1,964,760 ","$2,063,280 ","$2,161,440 ","$3,901,399 ",,,1st Round Pick,"$4,028,040 "
354,Tony Bradley\bradlto01,UTA,"$1,962,360 ","$3,542,060 ",,,,,1st Round Pick,"$5,504,420 "
355,Keldon Johnson\johnske04,SAS,"$1,950,600 ","$2,048,040 ","$2,145,720 ","$3,873,025 ",,,1st Round Pick,"$3,998,640 "
356,Derrick White\whitede01,SAS,"$1,948,080 ","$3,516,284 ",,,,,1st Round Pick,"$5,464,364 "
357,Robert Williams\williro04,BOS,"$1,937,520 ","$2,029,920 ","$3,661,976 ",,,,1st Round Pick,"$3,967,440 "
358,Josh Hart\hartjo01,NOP,"$1,934,160 ","$3,491,159 ",,,,,1st Round Pick,"$5,425,319 "
359,Jacob Evans\evansja02,MIN,"$1,925,880 ","$2,017,320 ","$3,641,263 ",,,,1st Round Pick,"$3,943,200 "
360,Anderson Varejão\varejan01,POR,"$1,913,345 ","$1,913,345 ",,,,,,"$3,826,690 "
361,Džanan Musa\musadz01,BRK,"$1,911,600 ","$2,002,800 ","$3,615,054 ",,,,1st Round Pick,"$3,914,400 "
362,Omari Spellman\spellom01,MIN,"$1,897,800 ","$1,988,280 ","$3,588,845 ",,,,1st Round Pick,"$3,886,080 "
363,Shabazz Napier\napiesh01,WAS,"$1,882,867 ",,,,,,Cap Space,"$1,882,867 "
364,Glenn Robinson\robingl02,PHI,"$1,882,867 ","$2,071,978 ",,,,,,"$1,882,867 "
365,James Ennis\ennisja01,ORL,"$1,882,867 ","$2,071,978 ",,,,,,"$1,882,867 "
366,Tim Frazier\fraziti01,DET,"$1,882,867 ",,,,,,,"$1,882,867 "
367,Larry Sanders\sandela01,MIL,"$1,865,547 ","$1,865,547 ","$1,865,547 ",,,,,"$5,596,641 "
368,Bruno Caboclo\cabocbr01,HOU,"$1,845,301 ",,,,,,,"$1,845,301 "
369,Georges Niang\niangge01,UTA,"$1,783,557 ","$1,678,854 ",,,,,,"$1,678,854 "
370,Markieff Morris\morrima02,LAL,"$1,750,000 ",,,,,,DPE,"$1,750,000 "
371,Mario Hezonja\hezonma01,POR,"$1,737,145 ","$1,882,867 ",,,,,Minimum Salary,"$3,620,012 "
372,Emmanuel Mudiay\mudiaem01,UTA,"$1,737,145 ",,,,,,Minimum Salary,"$1,737,145 "
373,Raul Neto\netora01,PHI,"$1,737,145 ",,,,,,Minimum Salary,"$1,737,145 "
374,JaKarr Sampson\sampsja02,IND,"$1,737,145 ",,,,,,Minimum Salary,"$1,737,145 "
375,Pat Connaughton\connapa01,MIL,"$1,723,050 ",,,,,,,"$1,723,050 "
376,Jahlil Okafor\okafoja01,NOP,"$1,702,486 ",,,,,,Minimum Salary,"$1,702,486 "
377,Rodions Kurucs\kurucro01,BRK,"$1,699,236 ","$1,780,152 ","$1,861,068 ",,,,,"$3,479,388 "
378,Jonah Bolden\boldejo01,PHI,"$1,698,450 ",,,,,,,"$1,698,450 "
379,Cheick Diallo\diallch01,PHO,"$1,678,854 ","$1,824,003 ",,,,,Minimum Salary,"$1,678,854 "
380,Dragan Bender\bendedr01,MIL,"$1,678,854 ",,,,,,,"$1,678,854 "
381,David Nwaba\nwabada01,BRK,"$1,678,854 ",,,,,,,"$1,678,854 "
382,Treveon Graham\grahatr01,ATL,"$1,678,854 ",,,,,,Minimum Salary,"$1,678,854 "
383,Willy Hernangómez\hernawi01,CHO,"$1,676,735 ",,,,,,Cap Space,"$1,676,735 "
384,Derrick Jones\jonesde02,MIA,"$1,645,357 ",,,,,,Minimum Salary,"$1,645,357 "
385,Christian Wood\woodch01,DET,"$1,645,357 ",,,,,,Minimum Salary,"$1,645,357 "
386,Jordan McRae\mcraejo01,DEN,"$1,645,357 ",,,,,,,"$1,645,357 "
387,Furkan Korkmaz\korkmfu01,PHI,"$1,620,564 ","$1,762,796 ",,,,,Minimum Salary,"$1,620,564 "
388,Jordan Bell\belljo01,MEM,"$1,620,564 ",,,,,,Minimum Salary,"$1,620,564 "
389,Justin Patton\pattoju01,DAL,"$1,620,564 ",,,,,,,"$1,620,564 "
390,Royce O'Neale\onealro01,UTA,"$1,618,520 ","$8,035,714 ","$8,678,571 ","$9,321,429 ","$9,964,286 ",,Cap space,"$37,618,520 "
391,Dillon Brooks\brookdi01,MEM,"$1,618,520 ","$11,400,000 ","$12,200,000 ","$11,400,000 ",,,MLE,"$36,618,520 "
392,Wesley Iwundu\iwundwe01,ORL,"$1,618,520 ",,,,,,,"$1,618,520 "
393,Abdel Nader\naderab01,OKC,"$1,618,520 ","$1,752,950 ",,,,,,"$1,618,520 "
394,Damyean Dotson\dotsoda01,NYK,"$1,618,520 ",,,,,,Minimum Salary,"$1,618,520 "
395,Frank Jackson\jacksfr01,NOP,"$1,618,520 ",,,,,,MLE,"$1,618,520 "
396,Sterling Brown\brownst02,MIL,"$1,618,520 ",,,,,,MLE,"$1,618,520 "
397,Dwayne Bacon\bacondw01,CHO,"$1,618,520 ",,,,,,MLE,"$1,618,520 "
398,Semi Ojeleye\ojelese01,BOS,"$1,618,520 ","$1,752,950 ",,,,,,"$1,618,520 "
399,Chris Boucher\bouchch01,TOR,"$1,588,231 ",,,,,,,"$1,588,231 "
400,Malcolm Miller\millema01,TOR,"$1,588,231 ",,,,,,,"$1,588,231 "
401,Monte Morris\morrimo01,DEN,"$1,588,231 ","$1,663,861 ",,,,,Minimum Salary,"$1,588,231 "
402,Mitchell Robinson\robinmi01,NYK,"$1,559,712 ","$1,663,861 ","$1,802,057 ",,,,MLE,"$1,559,712 "
403,Vlatko Čančar\cancavl01,DEN,"$1,517,981 ","$898,310 ","$1,782,621 ",,,,MLE,"$2,416,291 "
404,Isaiah Roby\robyis01,OKC,"$1,500,000 ","$1,517,981 ","$1,782,621 ","$1,930,681 ",,,MLE,"$3,017,981 "
405,Nigel Williams-Goss\willini01,UTA,"$1,500,000 ","$1,517,981 ","$1,782,621 ",,,,,"$1,500,000 "
406,J.R. Smith\smithjr01,CLE,"$1,456,667 ","$1,456,667 ","$1,456,666 ",,,,,"$4,370,000 "
407,Shake Milton\miltosh01,PHI,"$1,445,697 ","$1,701,593 ","$1,846,738 ","$1,997,718 ",,,Cap Space,"$4,994,028 "
408,Thanasis Antetokounmpo\antetth01,MIL,"$1,445,697 ","$1,701,593 ",,,,,Minimum Salary,"$3,147,290 "
409,Amile Jefferson\jeffeam01,ORL,"$1,445,697 ",,,,,,,"$1,445,697 "
410,Theo Pinson\pinsoth01,BRK,"$1,445,697 ","$1,701,593 ",,,,,,"$1,445,697 "
411,Brad Wanamaker\wanambr01,BOS,"$1,445,697 ",,,,,,Minimum Salary,"$1,445,697 "
412,Derrick Walton\waltode01,ATL,"$1,445,697 ",,,,,,,"$1,445,697 "
413,Ryan Broekhoff\broekry01,DAL,"$1,443,842 ",,,,,,,"$1,443,842 "
414,Gary Trent\trentga02,POR,"$1,416,852 ","$1,663,861 ",,,,,MLE,"$3,080,713 "
415,Isaac Bonga\bongais01,WAS,"$1,416,852 ","$1,663,861 ",,,,,,"$1,416,852 "
416,Chimezie Metu\metuch01,SAS,"$1,416,852 ","$1,663,861 ",,,,,MLE,"$1,416,852 "
417,Jevon Carter\carteje01,PHO,"$1,416,852 ",,,,,,MInimum Salary,"$1,416,852 "
418,Elie Okobo\okoboel01,PHO,"$1,416,852 ","$1,663,861 ","$1,802,057 ",,,,,"$1,416,852 "
419,Melvin Frazier\frazime01,ORL,"$1,416,852 ","$1,663,861 ",,,,,MLE,"$1,416,852 "
420,Deonte Burton\burtode02,OKC,"$1,416,852 ",,,,,,,"$1,416,852 "
421,Hamidou Diallo\diallha01,OKC,"$1,416,852 ","$1,663,861 ",,,,,MLE,"$1,416,852 "
422,Kenrich Williams\willike04,NOP,"$1,416,852 ",,,,,,Minimum Salary,"$1,416,852 "
423,Jarred Vanderbilt\vandeja01,MIN,"$1,416,852 ","$1,663,861 ",,,,,Cap Space,"$1,416,852 "
424,Duncan Robinson\robindu01,MIA,"$1,416,852 ","$1,663,861 ",,,,,,"$1,416,852 "
425,Kendrick Nunn\nunnke01,MIA,"$1,416,852 ","$1,663,861 ",,,,,,"$1,416,852 "
426,De'Anthony Melton\meltode01,MEM,"$1,416,852 ",,,,,,,"$1,416,852 "
427,Alize Johnson\johnsal02,IND,"$1,416,852 ",,,,,,Minimum Salary,"$1,416,852 "
428,Isaiah Hartenstein\harteis01,HOU,"$1,416,852 ","$1,663,861 ",,,,,MLE,"$1,416,852 "
429,Sviatoslav Mykhailiuk\mykhasv01,DET,"$1,416,852 ","$1,663,861 ",,,,,Cap Space,"$1,416,852 "
430,Bruce Brown\brownbr01,DET,"$1,416,852 ","$1,663,861 ",,,,,MLE,"$1,416,852 "
431,Keita Bates-Diop\bateske01,DEN,"$1,416,852 ","$1,663,861 ",,,,,MLE,"$1,416,852 "
432,Devonte' Graham\grahade01,CHO,"$1,416,852 ","$1,663,861 ",,,,,MLE,"$1,416,852 "
433,Jalen Brunson\brunsja01,DAL,"$1,416,582 ","$1,663,861 ","$1,802,057 ",,,,Cap Space,"$3,080,443 "
434,Bruno Fernando\fernabr01,ATL,"$1,400,000 ","$1,517,981 ","$1,782,621 ",,,,,"$4,700,602 "
435,Jaylen Nowell\nowelja01,MIN,"$1,400,000 ","$1,517,981 ","$1,782,621 ","$1,930,681 ",,,MLE,"$1,400,000 "
436,Alfonzo McKinnie\mckinal01,CLE,"$1,361,046 ","$1,762,796 ","$1,910,860 ","$2,165,298 ",,,MLE,"$2,253,031 "
437,Kevin Porter\porteke02,CLE,"$1,290,960 ","$2,033,160 ","$2,130,240 ","$3,845,083 ",,,1st Round Pick,"$3,324,120 "
438,Carsen Edwards\edwarca01,BOS,"$1,200,000 ","$1,517,981 ","$1,782,621 ","$1,930,681 ",,,,"$4,500,602 "
439,Cody Martin\martico01,CHO,"$1,173,310 ","$1,517,981 ","$1,782,621 ",,,,MLE,"$4,473,912 "
440,Gary Payton\paytoga02,WAS,"$1,090,781 ",,,,,,Minimum Salary,"$1,090,781 "
441,George Hill\hillge01,MIL,"$1,000,000 ",,,,,,,"$21,000,000 "
442,Terance Mann\mannte01,LAC,"$1,000,000 ","$1,517,984 ","$1,782,621 ","$1,930,681 ",,,,"$2,517,984 "
443,Jonathon Simmons\simmojo02,WAS,"$1,000,000 ",,,,,,,"$1,000,000 "
444,Justin Hamilton\hamilju01,TOR,"$1,000,000 ",,,,,,,"$1,000,000 "
445,Kyle Singler\singlky01,OKC,"$999,200 ","$999,200 ","$999,200 ","$999,200 ",,,,"$3,996,800 "
446,Marvin Williams\willima02,MIL,"$956,349 ",,,,,,Minimum Salary,"$956,349 "
447,Admiral Schofield\schofad01,WAS,"$898,310 ","$1,517,981 ","$1,782,621 ",,,,MLE,"$4,198,912 "
448,KZ Okpala\okpalkz01,MIA,"$898,310 ","$1,517,981 ","$1,782,621 ",,,,MLE,"$4,198,912 "
449,Eric Paschall\pascher01,GSW,"$898,310 ","$1,517,981 ","$1,782,621 ",,,,MLE,"$4,198,912 "
450,Nicolas Claxton\claxtni01,BRK,"$898,310 ","$1,517,981 ","$1,782,621 ",,,,Minimum Salary,"$4,198,912 "
451,Justin James\jamesju01,SAC,"$898,310 ","$1,517,981 ","$1,782,621 ",,,,Minimum Salary,"$2,416,291 "
452,Jalen Lecque\lecquja01,PHO,"$898,310 ","$1,517,981 ","$1,782,621 ","$1,930,681 ",,,,"$2,416,291 "
453,Ignas Brazdeikis\brazdig01,NYK,"$898,310 ","$1,517,981 ","$1,782,621 ",,,,Minimum Salary,"$2,416,291 "
454,Talen Horton-Tucker\hortota01,LAL,"$898,310 ","$1,517,981 ",,,,,Minimum Salary,"$2,416,291 "
455,Daniel Gafford\gaffoda01,CHI,"$898,310 ","$1,517,981 ","$1,782,621 ","$1,930,681 ",,,Minimum Salary,"$2,416,291 "
456,Alen Smailagić\smailal01,GSW,"$898,310 ","$1,517,981 ","$1,782,621 ","$1,930,681 ",,,MLE,"$2,415,891 "
457,Matt Thomas\thomama02,TOR,"$898,310 ","$1,517,981 ","$1,782,621 ",,,,MLE,"$1,623,310 "
